activation_credit_bits,max_oracle_regret_bpb,max_probe_bytes,mean_decision_byte,mean_oracle_regret_bpb,mean_specialist_call_fraction,min_observations,rejection_credit_bits
6,0.013671875,16,10.6,0.0015869140625,0.6021484375,4,16
8,0.257568359375,16,8.3,0.03671875,0.35196533203125,4,2
8,0.257568359375,16,9,0.0350830078125,0.40206298828125,4,4
8,0.2138671875,16,9.9,0.02220458984375,0.45213623046875,4,6
8,0.013671875,16,11.2,0.00181884765625,0.55218505859375,4,8
8,0.013671875,16,11.3,0.00181884765625,0.55223388671875,4,10
8,0.013671875,16,11.75,0.00181884765625,0.55234375,4,12
8,0.013671875,16,11.75,0.00181884765625,0.55234375,4,16
10,0.257568359375,16,8.85,0.0417236328125,0.30225830078125,4,2
10,0.257568359375,16,9.65,0.040087890625,0.35238037109375,4,4
10,0.2138671875,16,10.65,0.02720947265625,0.40247802734375,4,6
10,0.10009765625,16,12.15,0.00682373046875,0.50257568359375,4,8
10,0.10009765625,16,12.25,0.00682373046875,0.50262451171875,4,10
10,0.10009765625,16,12.7,0.00682373046875,0.502734375,4,12
10,0.10009765625,16,12.7,0.00682373046875,0.502734375,4,16
12,0.3212890625,16,9.4,0.0577880859375,0.25245361328125,4,2
12,0.3212890625,16,10.2,0.05615234375,0.30257568359375,4,4
12,0.3212890625,16,11.2,0.04327392578125,0.35267333984375,4,6
12,0.3212890625,16,12.7,0.02288818359375,0.45277099609375,4,8
12,0.3212890625,16,12.8,0.02288818359375,0.45281982421875,4,10
12,0.3212890625,16,13.25,0.02288818359375,0.4529296875,4,12
12,0.3212890625,16,13.25,0.02288818359375,0.4529296875,4,16
0,0.257568359375,32,6.35,0.03583984375,0.60059814453125,4,2
0,0.257568359375,32,6.95,0.0342041015625,0.65069580078125,4,4
0,0.2138671875,32,7.75,0.02117919921875,0.75057373046875,4,6
0,0.001708984375,32,8.6,0.00013427734375,0.90042724609375,4,8
0,0.001708984375,32,9.5,0.00013427734375,0.90086669921875,4,10
0,0.001708984375,32,10,8.544921875e-05,0.95078125,4,12
0,0.001708984375,32,10,8.544921875e-05,0.95078125,4,16
2,0.257568359375,32,8,0.03583984375,0.55137939453125,4,2
2,0.257568359375,32,8.6,0.0342041015625,0.60147705078125,4,4
2,0.2138671875,32,9.5,0.02117919921875,0.70135498046875,4,6
2,0.001708984375,32,10.5,0.00013427734375,0.85120849609375,4,8
2,0.001708984375,32,11.4,0.00013427734375,0.85164794921875,4,10
2,0.001708984375,32,12.65,0.00013427734375,0.851953125,4,12
2,0.001708984375,32,12.65,0.00013427734375,0.851953125,4,16
4,0.257568359375,32,9.25,0.03583984375,0.55137939453125,4,2
4,0.257568359375,32,9.85,0.0342041015625,0.60147705078125,4,4
4,0.2138671875,32,10.75,0.02117919921875,0.70135498046875,4,6
4,0.001708984375,32,11.9,0.00013427734375,0.85120849609375,4,8
4,0.001708984375,32,12.8,0.00013427734375,0.85164794921875,4,10
4,0.001708984375,32,14.05,0.00013427734375,0.851953125,4,12
4,0.001708984375,32,14.05,0.00013427734375,0.851953125,4,16
6,0.257568359375,32,9.3,0.0365234375,0.50216064453125,4,2
6,0.257568359375,32,9.95,0.0348876953125,0.55225830078125,4,4
6,0.2138671875,32,10.85,0.02186279296875,0.65213623046875,4,6
6,0.013671875,32,12.8,0.00081787109375,0.80198974609375,4,8
6,0.013671875,32,13.7,0.00081787109375,0.80242919921875,4,10
6,0.013671875,32,14.95,0.00081787109375,0.802734375,4,12
6,0.013671875,32,14.95,0.00081787109375,0.802734375,4,16
8,0.257568359375,32,11.55,0.03675537109375,0.45255126953125,4,2
8,0.257568359375,32,12.25,0.03511962890625,0.50264892578125,4,4
8,0.2138671875,32,13.25,0.0220947265625,0.60252685546875,4,6
8,0.013671875,32,15.35,0.001708984375,0.70277099609375,4,8
8,0.013671875,32,16.25,0.001708984375,0.70321044921875,4,10
8,0.013671875,32,17.5,0.001708984375,0.703515625,4,12
8,0.013671875,32,17.5,0.001708984375,0.703515625,4,16
10,0.257568359375,32,12.5,0.04176025390625,0.40284423828125,4,2
10,0.257568359375,32,13.3,0.04012451171875,0.45296630859375,4,4
10,0.2138671875,32,15.1,0.02724609375,0.50325927734375,4,6
10,0.10009765625,32,17.45,0.0068603515625,0.60357666015625,4,8
10,0.10009765625,32,18.6,0.0068603515625,0.60413818359375,4,10
10,0.10009765625,32,20.35,0.0068603515625,0.6046875,4,12
10,0.10009765625,32,20.35,0.0068603515625,0.6046875,4,16
12,0.3212890625,32,13.9,0.05782470703125,0.35323486328125,4,2
12,0.3212890625,32,14.7,0.05618896484375,0.40335693359375,4,4
12,0.3212890625,32,16.5,0.043310546875,0.45364990234375,4,6
12,0.3212890625,32,18.85,0.0229248046875,0.55396728515625,4,8
12,0.3212890625,32,20,0.0229248046875,0.55452880859375,4,10
12,0.3212890625,32,21.75,0.0229248046875,0.555078125,4,12
12,0.3212890625,32,21.75,0.0229248046875,0.555078125,4,16
0,0.257568359375,64,6.35,0.03583984375,0.60059814453125,4,2
0,0.257568359375,64,6.95,0.0342041015625,0.65069580078125,4,4
0,0.2138671875,64,7.75,0.02117919921875,0.75057373046875,4,6
0,0.001708984375,64,8.6,0.00013427734375,0.90042724609375,4,8
0,0.02294921875,64,11.1,0.00128173828125,0.95008544921875,4,10
0,0.02294921875,64,11.6,0.00123291015625,1.0,4,12
0,0.02294921875,64,11.6,0.00123291015625,1.0,4,16
2,0.257568359375,64,8.05,0.03583984375,0.60059814453125,4,2
2,0.257568359375,64,8.65,0.0342041015625,0.65069580078125,4,4
2,0.2138671875,64,9.55,0.02117919921875,0.75057373046875,4,6
2,0.001708984375,64,10.55,0.00013427734375,0.90042724609375,4,8
2,0.001708984375,64,13.05,0.00013427734375,0.90164794921875,4,10
2,0.001708984375,64,15.9,0.00013427734375,0.90234375,4,12
2,0.001708984375,64,15.9,0.00013427734375,0.90234375,4,16
4,0.257568359375,64,10.85,0.03583984375,0.55216064453125,4,2
4,0.257568359375,64,11.45,0.0342041015625,0.60225830078125,4,4
4,0.2138671875,64,12.35,0.02117919921875,0.70213623046875,4,6
4,0.001708984375,64,13.5,0.00013427734375,0.85198974609375,4,8
4,0.001708984375,64,16,0.00013427734375,0.85321044921875,4,10
4,0.001708984375,64,18.85,0.00013427734375,0.85390625,4,12
4,0.001708984375,64,18.85,0.00013427734375,0.85390625,4,16
6,0.257568359375,64,12.5,0.0365234375,0.50372314453125,4,2
6,0.257568359375,64,13.15,0.0348876953125,0.55382080078125,4,4
6,0.2138671875,64,14.05,0.02186279296875,0.65369873046875,4,6
6,0.013671875,64,16,0.00081787109375,0.80355224609375,4,8
6,0.013671875,64,18.5,0.00081787109375,0.80477294921875,4,10
6,0.013671875,64,21.35,0.00081787109375,0.80546875,4,12
6,0.013671875,64,21.35,0.00081787109375,0.80546875,4,16
8,0.257568359375,64,16.35,0.03675537109375,0.45450439453125,4,2
8,0.257568359375,64,17.05,0.03511962890625,0.50460205078125,4,4
8,0.2138671875,64,18.05,0.0220947265625,0.60447998046875,4,6
8,0.013671875,64,20.35,0.0010498046875,0.75433349609375,4,8
8,0.013671875,64,22.85,0.0010498046875,0.75555419921875,4,10
8,0.013671875,64,25.7,0.0010498046875,0.75625,4,12
8,0.013671875,64,25.7,0.0010498046875,0.75625,4,16
10,0.257568359375,64,17.3,0.04176025390625,0.40479736328125,4,2
10,0.257568359375,64,18.1,0.04012451171875,0.45491943359375,4,4
10,0.2138671875,64,21.5,0.02724609375,0.50560302734375,4,6
10,0.10009765625,64,24.05,0.006201171875,0.65552978515625,4,8
10,0.10009765625,64,26.8,0.006201171875,0.65687255859375,4,10
10,0.10009765625,64,31.75,0.006201171875,0.65859375,4,12
10,0.10009765625,64,31.75,0.006201171875,0.65859375,4,16
12,0.3212890625,64,20.3,0.05782470703125,0.35557861328125,4,2
12,0.3212890625,64,21.1,0.05618896484375,0.40570068359375,4,4
12,0.3212890625,64,24.5,0.043310546875,0.45638427734375,4,6
12,0.3212890625,64,27.1,0.022265625,0.60631103515625,4,8
12,0.3212890625,64,29.85,0.022265625,0.60765380859375,4,10
12,0.3212890625,64,34.8,0.022265625,0.609375,4,12
12,0.3212890625,64,34.8,0.022265625,0.609375,4,16
0,0.257568359375,128,6.35,0.03583984375,0.60059814453125,4,2
0,0.257568359375,128,6.95,0.0342041015625,0.65069580078125,4,4
0,0.2138671875,128,7.75,0.02117919921875,0.75057373046875,4,6
0,0.001708984375,128,8.6,0.00013427734375,0.90042724609375,4,8
0,0.02294921875,128,11.1,0.00128173828125,0.95008544921875,4,10
0,0.02294921875,128,11.6,0.00123291015625,1.0,4,12
0,0.02294921875,128,11.6,0.00123291015625,1.0,4,16
2,0.257568359375,128,8.05,0.03583984375,0.60059814453125,4,2
2,0.257568359375,128,8.65,0.0342041015625,0.65069580078125,4,4
2,0.2138671875,128,9.55,0.02117919921875,0.75057373046875,4,6
2,0.001708984375,128,10.55,0.00013427734375,0.90042724609375,4,8
2,0.02294921875,128,13.3,0.00128173828125,0.95008544921875,4,10
2,0.02294921875,128,19.35,0.00128173828125,0.9515625,4,12
2,0.02294921875,128,19.35,0.00128173828125,0.9515625,4,16
4,0.257568359375,128,11.1,0.03583984375,0.60059814453125,4,2
4,0.257568359375,128,11.7,0.0342041015625,0.65069580078125,4,4
4,0.2138671875,128,12.6,0.02117919921875,0.75057373046875,4,6
4,0.001708984375,128,13.75,0.00013427734375,0.90042724609375,4,8
4,0.02294921875,128,17.65,0.00128173828125,0.95008544921875,4,10
4,0.02294921875,128,23.7,0.00128173828125,0.9515625,4,12
4,0.02294921875,128,23.7,0.00128173828125,0.9515625,4,16
6,0.257568359375,128,15.4,0.03583984375,0.60059814453125,4,2
6,0.257568359375,128,16.05,0.0342041015625,0.65069580078125,4,4
6,0.2138671875,128,16.95,0.02117919921875,0.75057373046875,4,6
6,0.001708984375,128,18.9,0.00013427734375,0.90042724609375,4,8
6,0.02294921875,128,22.8,0.00128173828125,0.95008544921875,4,10
6,0.02294921875,128,28.85,0.00128173828125,0.9515625,4,12
6,0.02294921875,128,28.85,0.00128173828125,0.9515625,4,16
8,0.257568359375,128,22.5,0.03607177734375,0.55216064453125,4,2
8,0.257568359375,128,23.2,0.03443603515625,0.60225830078125,4,4
8,0.2138671875,128,24.2,0.0214111328125,0.70213623046875,4,6
8,0.004638671875,128,26.5,0.0003662109375,0.85198974609375,4,8
8,0.02294921875,128,30.45,0.001513671875,0.90164794921875,4,10
8,0.02294921875,128,36.5,0.001513671875,0.903125,4,12
8,0.02294921875,128,36.5,0.001513671875,0.903125,4,16
10,0.257568359375,128,26.9,0.04176025390625,0.40870361328125,4,2
10,0.257568359375,128,27.7,0.04012451171875,0.45882568359375,4,4
10,0.2138671875,128,34.3,0.02724609375,0.51029052734375,4,6
10,0.10009765625,128,36.85,0.006201171875,0.66021728515625,4,8
10,0.10009765625,128,41.1,0.0073486328125,0.70999755859375,4,10
10,0.10009765625,128,51.3,0.0073486328125,0.7135009765625,4,12
10,0.10009765625,128,51.6,0.0073486328125,0.7136474609375,4,16
12,0.3212890625,128,32.05,0.05782470703125,0.360009765625,4,2
12,0.3212890625,128,32.85,0.05618896484375,0.4101318359375,4,4
12,0.3212890625,128,40.5,0.043310546875,0.46185302734375,4,6
12,0.3212890625,128,43.1,0.022265625,0.61177978515625,4,8
12,0.3212890625,128,47.35,0.0234130859375,0.66156005859375,4,10
12,0.3212890625,128,57.55,0.0234130859375,0.6650634765625,4,12
12,0.3212890625,128,57.85,0.0234130859375,0.6652099609375,4,16
0,0.257568359375,256,6.35,0.03583984375,0.60059814453125,4,2
0,0.257568359375,256,6.95,0.0342041015625,0.65069580078125,4,4
0,0.2138671875,256,7.75,0.02117919921875,0.75057373046875,4,6
0,0.001708984375,256,8.6,0.00013427734375,0.90042724609375,4,8
0,0.02294921875,256,11.1,0.00128173828125,0.95008544921875,4,10
0,0.02294921875,256,11.6,0.00123291015625,1.0,4,12
0,0.02294921875,256,11.6,0.00123291015625,1.0,4,16
2,0.257568359375,256,8.05,0.03583984375,0.60059814453125,4,2
2,0.257568359375,256,8.65,0.0342041015625,0.65069580078125,4,4
2,0.2138671875,256,9.55,0.02117919921875,0.75057373046875,4,6
2,0.001708984375,256,10.55,0.00013427734375,0.90042724609375,4,8
2,0.02294921875,256,13.3,0.00128173828125,0.95008544921875,4,10
2,0.02294921875,256,25.75,0.00128173828125,0.953125,4,12
2,0.02294921875,256,25.75,0.00128173828125,0.953125,4,16
4,0.257568359375,256,11.1,0.03583984375,0.60059814453125,4,2
4,0.257568359375,256,11.7,0.0342041015625,0.65069580078125,4,4
4,0.2138671875,256,12.6,0.02117919921875,0.75057373046875,4,6
4,0.001708984375,256,13.75,0.00013427734375,0.90042724609375,4,8
4,0.02294921875,256,17.65,0.00128173828125,0.95008544921875,4,10
4,0.02294921875,256,30.1,0.00128173828125,0.953125,4,12
4,0.02294921875,256,30.1,0.00128173828125,0.953125,4,16
6,0.257568359375,256,15.4,0.03583984375,0.60059814453125,4,2
6,0.257568359375,256,16.05,0.0342041015625,0.65069580078125,4,4
6,0.2138671875,256,16.95,0.02117919921875,0.75057373046875,4,6
6,0.001708984375,256,18.9,0.00013427734375,0.90042724609375,4,8
6,0.02294921875,256,22.8,0.00128173828125,0.95008544921875,4,10
6,0.02294921875,256,35.25,0.00128173828125,0.953125,4,12
6,0.02294921875,256,35.25,0.00128173828125,0.953125,4,16
8,0.257568359375,256,28.9,0.03607177734375,0.55372314453125,4,2
8,0.257568359375,256,29.6,0.03443603515625,0.60382080078125,4,4
8,0.2138671875,256,30.6,0.0214111328125,0.70369873046875,4,6
8,0.004638671875,256,32.9,0.0003662109375,0.85355224609375,4,8
8,0.02294921875,256,36.85,0.001513671875,0.90321044921875,4,10
8,0.02294921875,256,49.3,0.001513671875,0.90625,4,12
8,0.02294921875,256,49.3,0.001513671875,0.90625,4,16
10,0.257568359375,256,40.25,0.04107666015625,0.50401611328125,4,2
10,0.257568359375,256,41.05,0.03944091796875,0.55413818359375,4,4
10,0.2138671875,256,54.05,0.0265625,0.60716552734375,4,6
10,0.10009765625,256,56.6,0.005517578125,0.75709228515625,4,8
10,0.10009765625,256,60.85,0.0066650390625,0.80687255859375,4,10
10,0.10009765625,256,77.45,0.0066650390625,0.8119384765625,4,12
10,0.10009765625,256,77.75,0.0066650390625,0.8120849609375,4,16
12,0.3212890625,256,51.25,0.05782470703125,0.367822265625,4,2
12,0.3212890625,256,52.05,0.05618896484375,0.4179443359375,4,4
12,0.3212890625,256,72.5,0.043310546875,0.47279052734375,4,6
12,0.3212890625,256,75.1,0.022265625,0.62271728515625,4,8
12,0.3212890625,256,79.35,0.0234130859375,0.67249755859375,4,10
12,0.3212890625,256,95.95,0.0234130859375,0.6775634765625,4,12
12,0.3212890625,256,96.25,0.0234130859375,0.6777099609375,4,16
0,0.013671875,16,9,0.00162353515625,0.75087890625,8,2
0,0.013671875,16,9.3,0.00162353515625,0.751025390625,8,4
0,0.013671875,16,10,0.00096435546875,0.801025390625,8,6
0,0.013671875,16,10,0.00096435546875,0.801025390625,8,8
0,0.013671875,16,10.5,0.00096435546875,0.801171875,8,10
0,0.013671875,16,10.5,0.00096435546875,0.801171875,8,12
0,0.013671875,16,10.5,0.00096435546875,0.801171875,8,16
2,0.013671875,16,9.6,0.00162353515625,0.70126953125,8,2
2,0.013671875,16,9.9,0.00162353515625,0.701416015625,8,4
2,0.013671875,16,10.7,0.00096435546875,0.751416015625,8,6
2,0.013671875,16,10.7,0.00096435546875,0.751416015625,8,8
2,0.013671875,16,11.2,0.00096435546875,0.7515625,8,10
2,0.013671875,16,11.2,0.00096435546875,0.7515625,8,12
2,0.013671875,16,11.2,0.00096435546875,0.7515625,8,16
4,0.013671875,16,9.9,0.0015380859375,0.65146484375,8,2
4,0.013671875,16,10.2,0.0015380859375,0.651611328125,8,4
4,0.013671875,16,11,0.0015380859375,0.651806640625,8,6
4,0.013671875,16,11,0.0015380859375,0.651806640625,8,8
4,0.013671875,16,11.5,0.0015380859375,0.651953125,8,10
4,0.013671875,16,11.5,0.0015380859375,0.651953125,8,12
4,0.013671875,16,11.5,0.0015380859375,0.651953125,8,16
6,0.013671875,16,9.95,0.0015869140625,0.60166015625,8,2
6,0.013671875,16,10.25,0.0015869140625,0.601806640625,8,4
6,0.013671875,16,11.05,0.0015869140625,0.602001953125,8,6
6,0.013671875,16,11.05,0.0015869140625,0.602001953125,8,8
6,0.013671875,16,11.55,0.0015869140625,0.6021484375,8,10
6,0.013671875,16,11.55,0.0015869140625,0.6021484375,8,12
6,0.013671875,16,11.55,0.0015869140625,0.6021484375,8,16
8,0.10009765625,16,10.85,0.00682373046875,0.5021484375,8,2
8,0.10009765625,16,11.2,0.00682373046875,0.5023193359375,8,4
8,0.10009765625,16,12.05,0.00682373046875,0.5025390625,8,6
8,0.10009765625,16,12.15,0.00682373046875,0.502587890625,8,8
8,0.10009765625,16,12.65,0.00682373046875,0.502734375,8,10
8,0.10009765625,16,12.65,0.00682373046875,0.502734375,8,12
8,0.10009765625,16,12.65,0.00682373046875,0.502734375,8,16
10,0.10009765625,16,11.3,0.00682373046875,0.5021484375,8,2
10,0.10009765625,16,11.65,0.00682373046875,0.5023193359375,8,4
10,0.10009765625,16,12.5,0.00682373046875,0.5025390625,8,6
10,0.10009765625,16,12.6,0.00682373046875,0.502587890625,8,8
10,0.10009765625,16,13.1,0.00682373046875,0.502734375,8,10
10,0.10009765625,16,13.1,0.00682373046875,0.502734375,8,12
10,0.10009765625,16,13.1,0.00682373046875,0.502734375,8,16
12,0.3212890625,16,11.75,0.025537109375,0.40247802734375,8,2
12,0.3212890625,16,12.15,0.025537109375,0.4026611328125,8,4
12,0.3212890625,16,13.05,0.025537109375,0.40289306640625,8,6
12,0.3212890625,16,13.25,0.025537109375,0.40296630859375,8,8
12,0.3212890625,16,13.8,0.025537109375,0.403125,8,10
12,0.3212890625,16,13.8,0.025537109375,0.403125,8,12
12,0.3212890625,16,13.8,0.025537109375,0.403125,8,16
0,0.01318359375,32,9.05,0.00093994140625,0.80048828125,8,2
0,0.01318359375,32,9.35,0.00093994140625,0.800634765625,8,4
0,0.001708984375,32,10.1,0.00013427734375,0.900439453125,8,6
0,0.001708984375,32,10.1,0.00013427734375,0.900439453125,8,8
0,0.001708984375,32,11.45,8.544921875e-05,0.95078125,8,10
0,0.001708984375,32,11.45,8.544921875e-05,0.95078125,8,12
0,0.001708984375,32,11.45,8.544921875e-05,0.95078125,8,16
2,0.01318359375,32,10.7,0.00093994140625,0.75126953125,8,2
2,0.01318359375,32,11,0.00093994140625,0.751416015625,8,4
2,0.001708984375,32,11.9,0.00013427734375,0.851220703125,8,6
2,0.001708984375,32,11.9,0.00013427734375,0.851220703125,8,8
2,0.001708984375,32,14,0.00013427734375,0.851953125,8,10
2,0.001708984375,32,14,0.00013427734375,0.851953125,8,12
2,0.001708984375,32,14,0.00013427734375,0.851953125,8,16
4,0.01318359375,32,11.7,0.00093994140625,0.75126953125,8,2
4,0.01318359375,32,12,0.00093994140625,0.751416015625,8,4
4,0.001708984375,32,12.95,0.00013427734375,0.851220703125,8,6
4,0.001708984375,32,12.95,0.00013427734375,0.851220703125,8,8
4,0.001708984375,32,15.05,0.00013427734375,0.851953125,8,10
4,0.001708984375,32,15.05,0.00013427734375,0.851953125,8,12
4,0.001708984375,32,15.05,0.00013427734375,0.851953125,8,16
6,0.013671875,32,11.8,0.00162353515625,0.70205078125,8,2
6,0.013671875,32,12.1,0.00162353515625,0.702197265625,8,4
6,0.013671875,32,13.8,0.00081787109375,0.802001953125,8,6
6,0.013671875,32,13.8,0.00081787109375,0.802001953125,8,8
6,0.013671875,32,15.9,0.00081787109375,0.802734375,8,10
6,0.013671875,32,15.9,0.00081787109375,0.802734375,8,12
6,0.013671875,32,15.9,0.00081787109375,0.802734375,8,16
8,0.10009765625,32,14.1,0.0068603515625,0.602734375,8,2
8,0.10009765625,32,14.45,0.0068603515625,0.6029052734375,8,4
8,0.10009765625,32,16.2,0.0067138671875,0.653125,8,6
8,0.10009765625,32,16.35,0.0067138671875,0.6531982421875,8,8
8,0.10009765625,32,18.7,0.0067138671875,0.654052734375,8,10
8,0.10009765625,32,19.2,0.0067138671875,0.654296875,8,12
8,0.10009765625,32,19.2,0.0067138671875,0.654296875,8,16
10,0.10009765625,32,14.95,0.0068603515625,0.602734375,8,2
10,0.10009765625,32,15.3,0.0068603515625,0.6029052734375,8,4
10,0.10009765625,32,17.75,0.0068603515625,0.603515625,8,6
10,0.10009765625,32,17.9,0.0068603515625,0.6035888671875,8,8
10,0.10009765625,32,20.25,0.0068603515625,0.604443359375,8,10
10,0.10009765625,32,20.75,0.0068603515625,0.6046875,8,12
10,0.10009765625,32,20.75,0.0068603515625,0.6046875,8,16
12,0.3212890625,32,16.25,0.02557373046875,0.50325927734375,8,2
12,0.3212890625,32,16.65,0.02557373046875,0.5034423828125,8,4
12,0.3212890625,32,19.15,0.02557373046875,0.50406494140625,8,6
12,0.3212890625,32,19.4,0.02557373046875,0.50416259765625,8,8
12,0.3212890625,32,21.9,0.02557373046875,0.5050537109375,8,10
12,0.3212890625,32,22.7,0.02557373046875,0.50537109375,8,12
12,0.3212890625,32,23.1,0.02557373046875,0.50546875,8,16
0,0.01318359375,64,9.05,0.00093994140625,0.80048828125,8,2
0,0.01318359375,64,9.35,0.00093994140625,0.800634765625,8,4
0,0.001708984375,64,10.1,0.00013427734375,0.900439453125,8,6
0,0.001708984375,64,10.1,0.00013427734375,0.900439453125,8,8
0,0.02294921875,64,13.05,0.00123291015625,1.0,8,10
0,0.02294921875,64,13.05,0.00123291015625,1.0,8,12
0,0.02294921875,64,13.05,0.00123291015625,1.0,8,16
2,0.01318359375,64,10.75,0.00093994140625,0.80048828125,8,2
2,0.01318359375,64,11.05,0.00093994140625,0.800634765625,8,4
2,0.001708984375,64,11.95,0.00013427734375,0.900439453125,8,6
2,0.001708984375,64,11.95,0.00013427734375,0.900439453125,8,8
2,0.001708984375,64,17.25,0.00013427734375,0.90234375,8,10
2,0.001708984375,64,17.25,0.00013427734375,0.90234375,8,12
2,0.001708984375,64,17.25,0.00013427734375,0.90234375,8,16
4,0.01318359375,64,13.3,0.00093994140625,0.75205078125,8,2
4,0.01318359375,64,13.6,0.00093994140625,0.752197265625,8,4
4,0.001708984375,64,14.55,0.00013427734375,0.852001953125,8,6
4,0.001708984375,64,14.55,0.00013427734375,0.852001953125,8,8
4,0.001708984375,64,19.85,0.00013427734375,0.85390625,8,10
4,0.001708984375,64,19.85,0.00013427734375,0.85390625,8,12
4,0.001708984375,64,19.85,0.00013427734375,0.85390625,8,16
6,0.013671875,64,15,0.00162353515625,0.70361328125,8,2
6,0.013671875,64,15.3,0.00162353515625,0.703759765625,8,4
6,0.013671875,64,17,0.00081787109375,0.803564453125,8,6
6,0.013671875,64,17,0.00081787109375,0.803564453125,8,8
6,0.013671875,64,22.3,0.00081787109375,0.80546875,8,10
6,0.013671875,64,22.3,0.00081787109375,0.80546875,8,12
6,0.013671875,64,22.3,0.00081787109375,0.80546875,8,16
8,0.10009765625,64,18.9,0.0068603515625,0.6046875,8,2
8,0.10009765625,64,19.25,0.0068603515625,0.6048583984375,8,4
8,0.10009765625,64,21.2,0.0060546875,0.7046875,8,6
8,0.10009765625,64,21.35,0.0060546875,0.7047607421875,8,8
8,0.10009765625,64,26.9,0.0060546875,0.706787109375,8,10
8,0.10009765625,64,29,0.0060546875,0.7078125,8,12
8,0.10009765625,64,29,0.0060546875,0.7078125,8,16
10,0.10009765625,64,19.75,0.0068603515625,0.6046875,8,2
10,0.10009765625,64,20.1,0.0068603515625,0.6048583984375,8,4
10,0.10009765625,64,24.35,0.006201171875,0.65546875,8,6
10,0.10009765625,64,24.5,0.006201171875,0.6555419921875,8,8
10,0.10009765625,64,30.05,0.006201171875,0.657568359375,8,10
10,0.10009765625,64,32.15,0.006201171875,0.65859375,8,12
10,0.10009765625,64,32.15,0.006201171875,0.65859375,8,16
12,0.3212890625,64,22.65,0.02557373046875,0.50560302734375,8,2
12,0.3212890625,64,23.05,0.02557373046875,0.5057861328125,8,4
12,0.3212890625,64,27.4,0.02491455078125,0.55640869140625,8,6
12,0.3212890625,64,27.65,0.02491455078125,0.55650634765625,8,8
12,0.3212890625,64,33.35,0.02491455078125,0.5585693359375,8,10
12,0.3212890625,64,35.75,0.02491455078125,0.55966796875,8,12
12,0.3212890625,64,37.5,0.02491455078125,0.56009521484375,8,16
0,0.01318359375,128,9.05,0.00093994140625,0.80048828125,8,2
0,0.01318359375,128,9.35,0.00093994140625,0.800634765625,8,4
0,0.001708984375,128,10.1,0.00013427734375,0.900439453125,8,6
0,0.001708984375,128,10.1,0.00013427734375,0.900439453125,8,8
0,0.02294921875,128,13.05,0.00123291015625,1.0,8,10
0,0.02294921875,128,13.05,0.00123291015625,1.0,8,12
0,0.02294921875,128,13.05,0.00123291015625,1.0,8,16
2,0.01318359375,128,10.75,0.00093994140625,0.80048828125,8,2
2,0.01318359375,128,11.05,0.00093994140625,0.800634765625,8,4
2,0.001708984375,128,11.95,0.00013427734375,0.900439453125,8,6
2,0.001708984375,128,11.95,0.00013427734375,0.900439453125,8,8
2,0.02294921875,128,20.7,0.00128173828125,0.9515625,8,10
2,0.02294921875,128,20.7,0.00128173828125,0.9515625,8,12
2,0.02294921875,128,20.7,0.00128173828125,0.9515625,8,16
4,0.01318359375,128,13.55,0.00093994140625,0.80048828125,8,2
4,0.01318359375,128,13.85,0.00093994140625,0.800634765625,8,4
4,0.001708984375,128,14.8,0.00013427734375,0.900439453125,8,6
4,0.001708984375,128,14.8,0.00013427734375,0.900439453125,8,8
4,0.02294921875,128,24.7,0.00128173828125,0.9515625,8,10
